,student_id,gender,age,prior_education,course_of_studies,year_of_study,nationality,parent_one_nationality,parent_two_nationality,parent_one_occupation,parent_two_occupation,previous_international_experience,languages
435,10000435,Female,22,MBO,International business,1,Korean,British,Dutch,Engineer,Politician,Internship in a foreign country,"['English', 'Korean']"
436,10000436,I would rather not say,18,Gymnasium,International business,2,Korean,Belgium,Dutch,Gardener,Gardener,Exchange student,"['English', 'Korean']"
437,10000437,I would rather not say,20,MBO,International business,2,Belgium,German,Dutch,Gardener,Engineer,Worked in a foreign country,"['English', 'English', 'French', 'German']"
438,10000438,I would rather not say,19,Gymnasium,International business,3,German,Spain,German,Engineer,Life coach,,"['English', 'German', 'French']"
439,10000439,Male,19,MBO,International business,0,German,British,Japanese,Taxi driver,Taxi driver,Gap year,"['English', 'German']"
440,10000440,I would rather not say,24,MBO,International business,2,British,South-African,USA,,Marine,Worked in a foreign country,['English']
441,10000441,I would rather not say,21,Gymnasium,International business,1,Japanese,British,Chinese,Politician,Engineer,Worked in a foreign country,"['English', 'Japanese']"
442,10000442,I would rather not say,20,VWO,International business,2,Chinese,Spain,Chinese,Doctor,,Gap year,"['English', 'Mandarin']"
443,10000443,I would rather not say,19,MBO,International business,1,Dutch,German,Dutch,Marine,Marine,Exchange student,"['Dutch', 'English']"
444,10000444,Male,18,HAVO,International business,1,British,South-African,Chinese,Engineer,Taxi driver,Gap year,['English']
445,10000445,I would rather not say,19,HAVO,International business,3,Belgium,Korean,Dutch,Gardener,Taxi driver,,"['English', 'French']"
446,10000446,Male,20,Gymnasium,International business,2,Chinese,Spain,USA,Politician,Politician,Internship in a foreign country,"['English', 'Mandarin']"
447,10000447,I would rather not say,21,HAVO,International business,0,Chinese,South-African,Belgium,Taxi driver,Gardener,Internship in a foreign country,"['English', 'Mandarin']"
448,10000448,I would rather not say,22,MBO,International business,0,Dutch,Dutch,German,Doctor,,Worked in a foreign country,"['Dutch', 'English', 'German']"
449,10000449,Male,21,HAVO,International business,2,Dutch,British,British,,Engineer,Gap year,"['Dutch', 'English']"
450,10000450,I would rather not say,18,MBO,International business,4,Spain,Japanese,Spain,Politician,Politician,Internship in a foreign country,"['English', 'Spanish']"
451,10000451,I would rather not say,22,HAVO,International business,0,British,German,British,Taxi driver,Doctor,Exchange student,['English']
452,10000452,I would rather not say,24,Gymnasium,International business,3,USA,South-African,Japanese,Doctor,Life coach,Internship in a foreign country,"['English', 'Spanish']"
453,10000453,I would rather not say,22,HAVO,International business,0,South-African,Japanese,South-African,,Politician,Internship in a foreign country,"['Dutch', 'English']"
454,10000454,I would rather not say,22,Gymnasium,International business,0,South-African,Chinese,USA,,Life coach,Gap year,"['Dutch', 'English']"
455,10000455,I would rather not say,18,Gymnasium,International business,0,South-African,Dutch,Dutch,Politician,Engineer,Gap year,"['Dutch', 'English']"
456,10000456,Male,17,HAVO,International business,2,Belgium,Spain,Chinese,Gardener,Engineer,Gap year,"['English', 'English', 'French']"
457,10000457,I would rather not say,17,Gymnasium,International business,0,German,Chinese,British,Marine,Doctor,Worked in a foreign country,"['English', 'German']"
458,10000458,I would rather not say,22,MBO,International business,0,Spain,German,Korean,Gardener,Doctor,,"['English', 'Spanish']"
459,10000459,Male,20,HAVO,International business,2,British,German,USA,Doctor,Life coach,Worked in a foreign country,['English']
460,10000460,I would rather not say,22,VWO,International business,2,Dutch,Spain,South-African,Engineer,Taxi driver,,"['Dutch', 'English']"
461,10000461,Female,21,HAVO,International business,2,Spain,Japanese,German,Gardener,Doctor,Worked in a foreign country,"['English', 'Spanish']"
462,10000462,I would rather not say,20,MBO,International business,4,USA,Dutch,South-African,Doctor,,Internship in a foreign country,['English']
463,10000463,I would rather not say,24,Gymnasium,International business,4,British,British,South-African,Politician,Politician,Exchange student,['English']
464,10000464,I would rather not say,20,HAVO,International business,0,Belgium,Spain,Chinese,Politician,Engineer,Gap year,"['English', 'English', 'French']"
465,10000465,I would rather not say,18,VWO,International business,0,USA,British,British,,Marine,Worked in a foreign country,['English']
466,10000466,I would rather not say,19,Gymnasium,International business,2,German,USA,South-African,Doctor,Engineer,Exchange student,"['English', 'German', 'French']"
467,10000467,I would rather not say,20,VWO,International business,3,Korean,British,Chinese,Gardener,,Gap year,"['English', 'Korean']"
468,10000468,I would rather not say,21,VWO,International business,2,USA,South-African,Japanese,,Life coach,,['English']
469,10000469,I would rather not say,21,HAVO,International business,1,Japanese,British,Chinese,Gardener,Life coach,Exchange student,"['English', 'Japanese']"
470,10000470,I would rather not say,21,HAVO,International business,0,Japanese,Chinese,USA,Engineer,Engineer,Internship in a foreign country,"['English', 'Japanese']"
471,10000471,I would rather not say,24,VWO,International business,2,USA,British,South-African,Gardener,,,['English']
472,10000472,I would rather not say,21,HAVO,International business,2,Spain,German,British,Engineer,Taxi driver,,"['English', 'Spanish']"
473,10000473,I would rather not say,22,VWO,International business,1,Spain,German,South-African,Marine,Doctor,Gap year,"['English', 'Spanish']"
474,10000474,Female,17,Gymnasium,International business,3,Chinese,Chinese,British,Taxi driver,,Gap year,"['English', 'Mandarin']"
475,10000475,I would rather not say,24,MBO,International business,4,Japanese,Spain,Korean,Marine,Doctor,Gap year,"['English', 'Japanese']"
476,10000476,I would rather not say,20,Gymnasium,International business,3,South-African,British,Chinese,Gardener,Engineer,Worked in a foreign country,"['Dutch', 'English']"
477,10000477,I would rather not say,20,MBO,International business,3,USA,German,Spain,Politician,Taxi driver,Worked in a foreign country,['English']
478,10000478,I would rather not say,22,VWO,International business,3,Korean,British,USA,Politician,Taxi driver,Exchange student,"['English', 'Korean']"
479,10000479,I would rather not say,17,MBO,International business,2,Korean,Korean,Spain,Life coach,Politician,Internship in a foreign country,"['English', 'Korean']"
480,10000480,I would rather not say,21,VWO,International business,0,Spain,British,Dutch,Doctor,Politician,,"['English', 'Spanish']"
481,10000481,I would rather not say,21,HAVO,International business,3,Belgium,Chinese,German,Engineer,Taxi driver,Gap year,"['English', 'English', 'French']"
482,10000482,I would rather not say,21,HAVO,International business,1,Belgium,Japanese,South-African,Engineer,Taxi driver,Gap year,"['English', 'English']"
483,10000483,I would rather not say,21,Gymnasium,International business,1,Belgium,South-African,USA,Life coach,Doctor,Gap year,"['English', 'English', 'German']"
484,10000484,I would rather not say,20,Gymnasium,International business,1,Dutch,Chinese,German,Marine,Life coach,Gap year,"['Dutch', 'English', 'German']"
485,10000485,I would rather not say,22,VWO,International business,0,Korean,German,South-African,Marine,Taxi driver,Internship in a foreign country,"['English', 'Korean']"
486,10000486,I would rather not say,23,MBO,International business,4,British,Spain,Belgium,Engineer,Politician,Exchange student,['English']
487,10000487,I would rather not say,22,HAVO,International business,3,Japanese,German,Spain,,Politician,Internship in a foreign country,"['English', 'Japanese']"
488,10000488,I would rather not say,20,MBO,International business,3,German,USA,Japanese,Marine,Gardener,Internship in a foreign country,"['English', 'German']"
489,10000489,I would rather not say,23,HAVO,International business,0,Korean,Chinese,Spain,Taxi driver,Engineer,Gap year,"['English', 'Korean']"
490,10000490,I would rather not say,23,VWO,International business,3,Chinese,USA,British,Engineer,Doctor,Internship in a foreign country,"['English', 'Mandarin']"
491,10000491,Male,17,HAVO,International business,4,USA,British,Belgium,Taxi driver,Gardener,,['English']
492,10000492,I would rather not say,18,Gymnasium,International business,3,German,South-African,Dutch,Taxi driver,Engineer,Exchange student,"['English', 'German']"
493,10000493,I would rather not say,23,Gymnasium,International business,3,Belgium,Belgium,USA,Life coach,,Internship in a foreign country,"['English', 'English', 'French']"
494,10000494,I would rather not say,20,HAVO,International business,0,British,Spain,Belgium,Marine,Engineer,Internship in a foreign country,['English']
495,10000495,I would rather not say,20,HAVO,International business,2,South-African,Chinese,Japanese,Marine,Doctor,,"['Dutch', 'English']"
496,10000496,I would rather not say,17,Gymnasium,International business,1,Chinese,British,German,,Marine,Internship in a foreign country,"['English', 'Mandarin']"
497,10000497,I would rather not say,20,Gymnasium,International business,4,Belgium,German,Korean,,,Worked in a foreign country,"['English', 'English', 'French', 'German']"
498,10000498,I would rather not say,20,MBO,International business,3,Japanese,South-African,South-African,Life coach,Engineer,Worked in a foreign country,"['English', 'Japanese']"
499,10000499,I would rather not say,22,HAVO,International business,0,Chinese,USA,Belgium,Doctor,Gardener,Exchange student,"['English', 'Mandarin']"
500,10000500,I would rather not say,19,HAVO,International business,3,Belgium,Japanese,British,,Engineer,Internship in a foreign country,"['English', 'English', 'French', 'German']"
501,10000501,I would rather not say,18,MBO,International business,3,South-African,Belgium,Korean,Engineer,Politician,Gap year,"['Dutch', 'English']"
502,10000502,I would rather not say,19,MBO,International business,1,Korean,Spain,Belgium,Marine,Doctor,Worked in a foreign country,"['English', 'Korean']"
503,10000503,Male,21,Gymnasium,International business,0,Chinese,British,USA,,Politician,Exchange student,"['English', 'Mandarin']"
504,10000504,Female,24,HAVO,International business,2,Korean,Dutch,Chinese,Politician,Politician,,"['English', 'Korean']"
505,10000505,I would rather not say,17,HAVO,International business,4,Spain,Japanese,Korean,Politician,Politician,,"['English', 'Spanish']"
506,10000506,I would rather not say,24,VWO,International business,0,South-African,Belgium,British,Engineer,Life coach,Gap year,"['Dutch', 'English']"
507,10000507,I would rather not say,24,MBO,International business,3,South-African,Korean,German,,Taxi driver,Internship in a foreign country,"['Dutch', 'English']"
508,10000508,I would rather not say,23,MBO,International business,4,Dutch,Spain,British,,Engineer,Worked in a foreign country,"['Dutch', 'English', 'German']"
509,10000509,I would rather not say,21,Gymnasium,International business,0,Japanese,South-African,Belgium,,Marine,Exchange student,"['English', 'Japanese']"
510,10000510,I would rather not say,24,Gymnasium,International business,0,Japanese,Japanese,South-African,Taxi driver,Politician,Internship in a foreign country,"['English', 'Japanese']"
511,10000511,I would rather not say,24,HAVO,International business,2,Belgium,Korean,Dutch,Life coach,Politician,Exchange student,"['English', 'English', 'French']"
512,10000512,I would rather not say,24,HAVO,International business,1,Dutch,Belgium,Chinese,Doctor,,Worked in a foreign country,"['Dutch', 'English', 'German']"
513,10000513,I would rather not say,21,Gymnasium,International business,1,Dutch,South-African,South-African,Marine,Doctor,Gap year,"['Dutch', 'English']"
514,10000514,Female,17,MBO,International business,1,Belgium,German,Belgium,Life coach,Taxi driver,Exchange student,"['English', 'French', 'German']"
515,10000515,I would rather not say,20,HAVO,International business,0,British,Chinese,British,,,Worked in a foreign country,['English']
516,10000516,I would rather not say,17,Gymnasium,International business,3,Korean,Chinese,German,Marine,Life coach,Exchange student,"['English', 'Korean']"
517,10000517,I would rather not say,21,HAVO,International business,4,Japanese,USA,Spain,Marine,Life coach,Worked in a foreign country,"['English', 'Japanese']"
518,10000518,I would rather not say,23,HAVO,International business,3,Spain,German,British,,Engineer,Internship in a foreign country,"['English', 'Spanish']"
519,10000519,I would rather not say,19,MBO,International business,2,Korean,Spain,USA,Politician,,Worked in a foreign country,"['English', 'Korean']"
520,10000520,I would rather not say,21,MBO,International business,1,Korean,Dutch,Belgium,Gardener,Politician,Worked in a foreign country,"['English', 'Korean']"
521,10000521,I would rather not say,18,HAVO,International business,2,Spain,USA,Japanese,Doctor,Life coach,Worked in a foreign country,"['English', 'Spanish']"
522,10000522,I would rather not say,21,HAVO,International business,0,South-African,British,Belgium,Doctor,Politician,Internship in a foreign country,"['Dutch', 'English']"
523,10000523,I would rather not say,22,VWO,International business,1,Dutch,German,Chinese,Engineer,Engineer,Worked in a foreign country,"['Dutch', 'English', 'German']"
524,10000524,I would rather not say,18,VWO,International business,1,Chinese,Dutch,Korean,Engineer,Politician,Worked in a foreign country,"['English', 'Mandarin']"
525,10000525,Male,23,Gymnasium,International business,3,German,Japanese,Japanese,Politician,Taxi driver,Gap year,"['English', 'German']"
526,10000526,I would rather not say,19,HAVO,International business,1,Spain,USA,German,Gardener,Doctor,Exchange student,"['English', 'Spanish']"
527,10000527,I would rather not say,19,MBO,International business,0,German,USA,German,Taxi driver,Doctor,Gap year,"['English', 'German']"
528,10000528,I would rather not say,18,MBO,International business,2,Korean,German,Chinese,,Politician,,"['English', 'Korean']"
529,10000529,I would rather not say,24,Gymnasium,International business,3,Chinese,USA,Belgium,Doctor,Politician,Internship in a foreign country,"['English', 'Mandarin']"
530,10000530,I would rather not say,23,MBO,International business,3,USA,British,Spain,,Engineer,Gap year,['English']
531,10000531,I would rather not say,23,HAVO,International business,1,South-African,German,Belgium,Doctor,Life coach,Exchange student,"['Dutch', 'English']"
532,10000532,I would rather not say,17,Gymnasium,International business,1,USA,Spain,British,Taxi driver,Doctor,,"['English', 'Spanish']"
533,10000533,I would rather not say,21,HAVO,International business,0,British,British,Korean,Gardener,,Gap year,['English']
534,10000534,I would rather not say,19,VWO,International business,0,German,Dutch,South-African,Taxi driver,Doctor,Gap year,"['English', 'German']"
535,10000535,I would rather not say,19,Gymnasium,International business,0,Spain,Japanese,British,Politician,Politician,Gap year,"['English', 'Spanish']"
536,10000536,I would rather not say,19,MBO,International business,1,USA,Japanese,Dutch,Politician,Engineer,Gap year,['English']
537,10000537,I would rather not say,18,MBO,International business,3,South-African,German,South-African,Gardener,Marine,Internship in a foreign country,"['Dutch', 'English']"
538,10000538,I would rather not say,19,MBO,International business,4,Belgium,Chinese,Chinese,Taxi driver,Life coach,Worked in a foreign country,"['English', 'French']"
539,10000539,I would rather not say,23,VWO,International business,0,Dutch,Japanese,Dutch,,Gardener,,"['Dutch', 'English', 'German']"
540,10000540,I would rather not say,18,VWO,International business,4,German,German,USA,Marine,Marine,,"['English', 'German']"
541,10000541,I would rather not say,18,HAVO,International business,2,Dutch,Spain,Chinese,,Life coach,Internship in a foreign country,"['Dutch', 'English', 'German']"
542,10000542,Female,17,Gymnasium,International business,1,Japanese,Belgium,USA,Gardener,Life coach,Worked in a foreign country,"['English', 'Japanese']"
543,10000543,I would rather not say,24,HAVO,International business,3,USA,Chinese,South-African,Gardener,Life coach,Internship in a foreign country,['English']
544,10000544,I would rather not say,22,Gymnasium,International business,3,Japanese,Chinese,German,Gardener,Engineer,Exchange student,"['English', 'Japanese']"
545,10000545,Male,24,MBO,International business,1,Dutch,Dutch,Spain,Politician,Gardener,Gap year,"['Dutch', 'English', 'German']"
546,10000546,I would rather not say,21,MBO,International business,2,USA,South-African,German,Gardener,Taxi driver,Internship in a foreign country,['English']
547,10000547,Male,24,Gymnasium,International business,2,Korean,Korean,USA,Doctor,Marine,Internship in a foreign country,"['English', 'Korean']"
548,10000548,I would rather not say,17,VWO,International business,3,Korean,Spain,Korean,Doctor,Doctor,,"['English', 'Korean']"
549,10000549,I would rather not say,17,HAVO,International business,2,Spain,Belgium,British,Doctor,Taxi driver,Worked in a foreign country,"['English', 'Spanish']"
550,10000550,I would rather not say,18,HAVO,International business,2,South-African,German,USA,,Taxi driver,Worked in a foreign country,"['Dutch', 'English']"
551,10000551,I would rather not say,24,MBO,International business,1,Japanese,Spain,Korean,Politician,Politician,Internship in a foreign country,"['English', 'Japanese']"
552,10000552,I would rather not say,24,Gymnasium,International business,1,Spain,Spain,Japanese,Engineer,Politician,,"['English', 'Spanish']"
553,10000553,I would rather not say,22,HAVO,International business,2,South-African,Dutch,South-African,Engineer,Doctor,Worked in a foreign country,"['Dutch', 'English']"
554,10000554,I would rather not say,24,VWO,International business,0,Korean,British,Korean,Life coach,Taxi driver,Gap year,"['English', 'Korean']"
555,10000555,I would rather not say,18,VWO,International business,3,Dutch,Dutch,South-African,,Life coach,Internship in a foreign country,"['Dutch', 'English', 'German']"
556,10000556,I would rather not say,18,VWO,International business,0,USA,Chinese,British,,Gardener,Exchange student,['English']
557,10000557,Male,19,MBO,International business,1,Korean,British,Japanese,,Politician,Worked in a foreign country,"['English', 'Korean']"
558,10000558,I would rather not say,21,VWO,International business,1,South-African,Spain,South-African,Taxi driver,Taxi driver,Exchange student,"['Dutch', 'English']"
559,10000559,I would rather not say,19,HAVO,International business,0,Japanese,Spain,Chinese,Politician,Engineer,,"['English', 'Japanese']"
560,10000560,I would rather not say,17,HAVO,International business,1,Japanese,Japanese,South-African,Marine,Life coach,Internship in a foreign country,"['English', 'Japanese']"
561,10000561,Female,23,HAVO,International business,3,Japanese,Korean,Spain,Politician,Engineer,Worked in a foreign country,"['English', 'Japanese']"
562,10000562,I would rather not say,21,VWO,International business,0,German,Dutch,Korean,Engineer,Gardener,Gap year,"['English', 'German']"
563,10000563,Female,19,HAVO,International business,2,Japanese,British,Belgium,Marine,Politician,Gap year,"['English', 'Japanese']"
564,10000564,I would rather not say,17,HAVO,International business,4,Korean,Dutch,Korean,,,Worked in a foreign country,"['English', 'Korean']"
565,10000565,I would rather not say,20,VWO,International business,2,Chinese,Japanese,German,Marine,Life coach,Internship in a foreign country,"['English', 'Mandarin']"
566,10000566,I would rather not say,17,MBO,International business,3,Belgium,Chinese,British,Doctor,Taxi driver,Gap year,"['English', 'French']"
567,10000567,I would rather not say,17,VWO,International business,2,South-African,USA,Korean,Taxi driver,Gardener,Internship in a foreign country,"['Dutch', 'English']"
568,10000568,I would rather not say,21,Gymnasium,International business,4,Japanese,Chinese,Japanese,Taxi driver,Marine,Gap year,"['English', 'Japanese']"
569,10000569,I would rather not say,17,Gymnasium,International business,4,South-African,Japanese,British,Engineer,Life coach,Worked in a foreign country,"['Dutch', 'English']"
570,10000570,I would rather not say,17,VWO,International business,1,South-African,Dutch,Korean,Doctor,Doctor,,"['Dutch', 'English']"
571,10000571,I would rather not say,20,MBO,International business,0,British,British,USA,Engineer,Marine,Internship in a foreign country,['English']
572,10000572,I would rather not say,20,HAVO,International business,0,German,South-African,South-African,Politician,Engineer,Internship in a foreign country,"['English', 'German']"
573,10000573,I would rather not say,18,HAVO,International business,0,USA,British,USA,,Taxi driver,Worked in a foreign country,"['English', 'Spanish']"
574,10000574,I would rather not say,23,Gymnasium,International business,3,Spain,Dutch,Korean,Engineer,Gardener,Worked in a foreign country,"['English', 'Spanish']"
575,10000575,I would rather not say,21,HAVO,International business,3,Korean,Spain,Spain,Politician,Life coach,Internship in a foreign country,"['English', 'Korean']"
576,10000576,Female,21,MBO,International business,0,South-African,Korean,German,Gardener,Doctor,Exchange student,"['Dutch', 'English']"
577,10000577,I would rather not say,22,HAVO,International business,3,USA,British,Chinese,Politician,Gardener,Internship in a foreign country,['English']
578,10000578,I would rather not say,19,VWO,International business,2,Korean,Chinese,German,Taxi driver,Life coach,Gap year,"['English', 'Korean']"
579,10000579,I would rather not say,17,HAVO,International business,2,USA,Dutch,Spain,Life coach,Doctor,Exchange student,['English']
580,10000580,I would rather not say,21,VWO,International business,1,Korean,Dutch,Spain,Taxi driver,,Gap year,"['English', 'Korean']"
581,10000581,I would rather not say,22,MBO,International business,4,USA,Belgium,Korean,Gardener,Doctor,,['English']
582,10000582,I would rather not say,17,HAVO,International business,3,Japanese,Chinese,Korean,Politician,Politician,Internship in a foreign country,"['English', 'Japanese']"
583,10000583,I would rather not say,17,HAVO,International business,4,German,USA,Spain,Doctor,Marine,Gap year,"['English', 'German']"
584,10000584,I would rather not say,22,MBO,International business,0,Korean,German,German,Doctor,Doctor,Gap year,"['English', 'Korean']"
585,10000585,I would rather not say,19,VWO,International business,2,Dutch,Japanese,Belgium,,Gardener,Worked in a foreign country,"['Dutch', 'English', 'German']"
586,10000586,I would rather not say,17,Gymnasium,International business,0,Japanese,Dutch,Belgium,Doctor,,,"['English', 'Japanese']"
587,10000587,Male,17,VWO,International business,3,British,Chinese,Chinese,Marine,Doctor,Exchange student,['English']
588,10000588,Male,18,HAVO,International business,2,Chinese,Chinese,German,Gardener,Taxi driver,Worked in a foreign country,"['English', 'Mandarin']"
589,10000589,I would rather not say,24,HAVO,International business,1,Korean,Chinese,German,Marine,,Internship in a foreign country,"['English', 'Korean']"
590,10000590,I would rather not say,17,HAVO,International business,4,South-African,British,Japanese,Engineer,Doctor,Gap year,"['Dutch', 'English']"
591,10000591,I would rather not say,17,HAVO,International business,4,South-African,Belgium,USA,,Engineer,,"['Dutch', 'English']"
592,10000592,I would rather not say,17,HAVO,International business,4,USA,USA,USA,Engineer,Marine,,['English']
593,10000593,I would rather not say,18,HAVO,International business,1,British,German,Chinese,Gardener,Taxi driver,Internship in a foreign country,['English']
594,10000594,I would rather not say,24,MBO,International business,3,Japanese,Belgium,Korean,Gardener,Marine,Gap year,"['English', 'Japanese']"
595,10000595,I would rather not say,23,MBO,International business,2,South-African,British,Spain,Life coach,Gardener,Worked in a foreign country,"['Dutch', 'English']"
596,10000596,I would rather not say,21,Gymnasium,International business,2,Japanese,Spain,Belgium,Gardener,,Worked in a foreign country,"['English', 'Japanese']"
597,10000597,I would rather not say,22,VWO,International business,4,Belgium,Korean,Belgium,,Gardener,Internship in a foreign country,"['English', 'English', 'French', 'German']"
598,10000598,I would rather not say,17,VWO,International business,2,Chinese,German,Korean,Gardener,Politician,Gap year,"['English', 'Mandarin']"
599,10000599,Female,20,VWO,International business,4,Chinese,Japanese,USA,Marine,Engineer,Gap year,"['English', 'Mandarin']"
600,10000600,Male,24,HAVO,International business,3,Chinese,German,USA,Taxi driver,Engineer,,"['English', 'Mandarin']"
601,10000601,I would rather not say,19,VWO,International business,4,Belgium,USA,Korean,Marine,Marine,Exchange student,"['English', 'English', 'French']"
602,10000602,I would rather not say,24,MBO,International business,1,South-African,Chinese,Dutch,Politician,Marine,Worked in a foreign country,"['Dutch', 'English']"
603,10000603,I would rather not say,19,Gymnasium,International business,0,British,South-African,USA,Marine,Engineer,Gap year,['English']
604,10000604,I would rather not say,22,VWO,International business,4,South-African,Korean,Belgium,Taxi driver,,,"['Dutch', 'English']"
605,10000605,I would rather not say,19,VWO,International business,2,German,British,Japanese,,Life coach,,"['English', 'German']"
606,10000606,I would rather not say,17,VWO,International business,4,Dutch,Japanese,Korean,Doctor,Taxi driver,,"['Dutch', 'English', 'German']"
607,10000607,I would rather not say,21,Gymnasium,International business,4,German,Dutch,British,Gardener,Life coach,Internship in a foreign country,"['English', 'German']"
608,10000608,I would rather not say,23,Gymnasium,International business,4,Chinese,Japanese,British,,,Exchange student,"['English', 'Mandarin']"
609,10000609,I would rather not say,23,Gymnasium,International business,3,Korean,Spain,German,Politician,Taxi driver,Exchange student,"['English', 'Korean']"
610,10000610,Male,20,Gymnasium,International business,2,Belgium,Belgium,South-African,Marine,Engineer,Worked in a foreign country,"['English', 'French']"
611,10000611,I would rather not say,23,HAVO,International business,1,Japanese,Korean,Japanese,,,Internship in a foreign country,"['English', 'Japanese']"
612,10000612,I would rather not say,24,VWO,International business,4,Korean,Spain,Spain,Life coach,Politician,,"['English', 'Korean']"
613,10000613,I would rather not say,17,VWO,International business,2,Dutch,German,British,Engineer,Engineer,Worked in a foreign country,"['Dutch', 'English', 'German']"
614,10000614,I would rather not say,23,VWO,International business,1,Spain,Belgium,Dutch,Taxi driver,Doctor,Gap year,"['English', 'Spanish']"
615,10000615,I would rather not say,19,MBO,International business,4,Dutch,Korean,South-African,Life coach,Engineer,Worked in a foreign country,"['Dutch', 'English', 'German']"
616,10000616,I would rather not say,21,Gymnasium,International business,4,Belgium,Belgium,South-African,Gardener,Taxi driver,Worked in a foreign country,"['English', 'French']"
617,10000617,I would rather not say,19,Gymnasium,International business,3,South-African,Korean,Spain,Marine,Politician,Gap year,"['Dutch', 'English']"
618,10000618,I would rather not say,20,Gymnasium,International business,1,South-African,USA,British,Marine,Taxi driver,Internship in a foreign country,"['Dutch', 'English']"
619,10000619,I would rather not say,19,VWO,International business,4,USA,Japanese,USA,Marine,,,['English']
620,10000620,I would rather not say,17,VWO,International business,1,British,British,Chinese,Gardener,Doctor,Gap year,['English']
621,10000621,I would rather not say,18,Gymnasium,International business,1,British,Spain,USA,Doctor,,Worked in a foreign country,['English']
622,10000622,I would rather not say,22,VWO,International business,1,Dutch,Belgium,Korean,Marine,Politician,Exchange student,"['Dutch', 'English', 'German']"
623,10000623,I would rather not say,23,Gymnasium,International business,2,Japanese,Dutch,Dutch,Taxi driver,Engineer,Exchange student,"['English', 'Japanese']"
624,10000624,I would rather not say,24,HAVO,International business,0,Chinese,Belgium,Japanese,Life coach,Politician,Worked in a foreign country,"['English', 'Mandarin']"
625,10000625,Female,24,VWO,International business,4,Dutch,USA,British,Life coach,Politician,Internship in a foreign country,"['Dutch', 'English', 'German']"
626,10000626,I would rather not say,19,MBO,International business,1,Japanese,Dutch,British,,Taxi driver,,"['English', 'Japanese']"
627,10000627,I would rather not say,21,HAVO,International business,1,Dutch,Spain,South-African,Marine,Politician,Gap year,"['Dutch', 'English']"
628,10000628,I would rather not say,19,VWO,International business,1,Korean,Japanese,Dutch,Gardener,Doctor,Internship in a foreign country,"['English', 'Korean']"
629,10000629,I would rather not say,22,HAVO,International business,3,Dutch,Chinese,Japanese,Engineer,Gardener,Exchange student,"['Dutch', 'English', 'German']"
630,10000630,I would rather not say,22,VWO,International business,4,Spain,USA,Chinese,Taxi driver,Engineer,Gap year,"['English', 'Spanish']"
631,10000631,Male,17,MBO,International business,1,Japanese,Chinese,Spain,Doctor,Doctor,,"['English', 'Japanese']"
632,10000632,I would rather not say,23,VWO,International business,0,Dutch,British,Japanese,,Marine,Internship in a foreign country,"['Dutch', 'English']"
633,10000633,I would rather not say,24,VWO,International business,1,South-African,German,USA,Engineer,Engineer,Worked in a foreign country,"['Dutch', 'English']"
634,10000634,I would rather not say,18,HAVO,International business,2,Chinese,Spain,Spain,Engineer,Gardener,Exchange student,"['English', 'Mandarin']"
635,10000635,I would rather not say,20,HAVO,International business,1,South-African,Belgium,Japanese,Politician,Taxi driver,,"['Dutch', 'English']"
636,10000636,I would rather not say,24,VWO,International business,1,Korean,Japanese,German,Life coach,Engineer,Worked in a foreign country,"['English', 'Korean']"
637,10000637,I would rather not say,22,MBO,International business,4,Korean,Belgium,Korean,Doctor,Gardener,Worked in a foreign country,"['English', 'Korean']"
638,10000638,I would rather not say,24,MBO,International business,1,USA,Japanese,Spain,Life coach,Engineer,Worked in a foreign country,['English']
639,10000639,I would rather not say,19,MBO,International business,0,Belgium,Korean,Korean,,Life coach,Exchange student,"['English', 'English', 'French']"
640,10000640,I would rather not say,21,MBO,International business,0,USA,South-African,Japanese,Life coach,,,['English']
641,10000641,Female,19,VWO,International business,2,USA,Belgium,Japanese,Gardener,Engineer,,"['English', 'Spanish']"
642,10000642,Female,22,VWO,International business,4,Chinese,German,Belgium,Gardener,Engineer,,"['English', 'Mandarin']"
643,10000643,I would rather not say,21,Gymnasium,International business,4,Belgium,Korean,Spain,,Marine,Exchange student,"['English', 'French', 'German']"
644,10000644,I would rather not say,19,VWO,International business,2,Korean,Korean,South-African,Politician,Gardener,Internship in a foreign country,"['English', 'Korean']"
645,10000645,I would rather not say,21,VWO,International business,0,Chinese,German,Japanese,Marine,Gardener,Internship in a foreign country,"['English', 'Mandarin']"
646,10000646,I would rather not say,23,Gymnasium,International business,1,Japanese,Chinese,Belgium,Marine,,Exchange student,"['English', 'Japanese']"
647,10000647,I would rather not say,18,VWO,International business,1,Belgium,Korean,Belgium,Engineer,Taxi driver,Exchange student,"['English', 'English', 'French']"
648,10000648,Male,24,VWO,International business,4,Dutch,Korean,Belgium,,Taxi driver,Internship in a foreign country,"['Dutch', 'English', 'German']"
649,10000649,I would rather not say,17,Gymnasium,International business,0,Korean,German,South-African,Engineer,Engineer,Exchange student,"['English', 'Korean']"
650,10000650,Female,20,HAVO,International business,1,Spain,South-African,Belgium,Life coach,Marine,,"['English', 'Spanish']"
651,10000651,I would rather not say,24,Gymnasium,International business,3,German,British,Belgium,Engineer,Politician,Worked in a foreign country,"['English', 'German']"
652,10000652,I would rather not say,17,VWO,International business,1,Japanese,German,British,Taxi driver,Marine,Exchange student,"['English', 'Japanese']"
653,10000653,I would rather not say,20,HAVO,International business,4,Japanese,USA,Japanese,,Marine,Worked in a foreign country,"['English', 'Japanese']"
